frequency = 899377375.7428404 Hz; phi = 1.5707963267948966 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
3.152099652431231e-01 2.577243097332718e-20 -2.863764821544713e-21 -8.910933066353722e-19 -6.203181045745208e-19 -1.877399334391765e-03 3.739312449619937e-03
3.257169640845605e-01 2.486755170817063e-20 -3.307495477327233e-21 -8.390481966381752e-19 -4.408563466915316e-19 -2.292661570963148e-03 7.023362621681691e-04
3.362239629259979e-01 2.387767194237492e-20 -3.740741266543124e-21 -7.860575096510564e-19 -2.675943981241185e-19 -2.604060144968663e-03 -2.204455733953828e-03
3.467309617674353e-01 2.281031831139807e-20 -4.159520734701001e-21 -7.322999144890688e-19 -1.011027180567396e-19 -2.812985344383601e-03 -4.970540473836111e-03
3.572379606088728e-01 2.167327948289265e-20 -4.560063501260193e-21 -6.779622415943757e-19 5.809828111272283e-20 -2.921982926527184e-03 -7.586414666502362e-03
3.677449594503102e-01 2.047454416341653e-20 -4.938851358157279e-21 -6.232377805480161e-19 2.095399059298649e-19 -2.934709387874010e-03 -1.004363137058456e-02
3.782519582917477e-01 1.922223941572601e-20 -5.292655115202724e-21 -5.683244741224274e-19 3.528064541642448e-19 -2.855874675840474e-03 -1.233482860947958e-02
3.887589571331851e-01 1.792456983387084e-20 -5.618566755703884e-21 -5.134230354379812e-19 4.875360899302740e-19 -2.691173114063318e-03 -1.445374999344680e-02
3.992659559746226e-01 1.658975809902290e-20 -5.914026542148483e-21 -4.587350160141787e-19 6.134213277926294e-19 -2.447203449203014e-03 -1.639525738226924e-02
4.097729548160600e-01 1.522598740933568e-20 -6.176844792317725e-21 -4.044608532823099e-19 7.302091352694118e-19 -2.131379052110882e-03 -1.815533568639183e-02
4.202799536574974e-01 1.384134624326424e-20 -6.405218130193077e-21 -3.507979264472069e-19 8.377006662135619e-19 -1.751829417541838e-03 -1.973108996635482e-02
4.307869524989348e-01 1.244377587746339e-20 -6.597740101427749e-21 -2.979386494402710e-19 9.357506404045864e-19 -1.317294203455912e-03 -2.112073504922862e-02
4.412939513403723e-01 1.104102103864176e-20 -6.753406129007699e-21 -2.460686291005558e-19 1.024266387284205e-18 -8.370111320654666e-04 -2.232357793617653e-02
4.518009501818097e-01 9.640584024016348e-21 -6.871612869616022e-21 -1.953649156662956e-19 1.103206574103266e-18 -3.205991392677583e-04 -2.333999332675557e-02
4.623079490232472e-01 8.249682577992924e-21 -6.952152114217871e-21 -1.459943711806098e-19 1.172579640794301e-18 2.220617938758739e-04 -2.417139263270020e-02
4.728149478646846e-01 6.875211763600037e-21 -6.995199454934580e-21 -9.811217951500161e-20 1.232441965635573e-18 7.809526643980771e-04 -2.482018689635872e-02
4.833219467061221e-01 5.523710017441156e-21 -7.001298015558557e-21 -5.186051946336497e-20 1.282895787209231e-18 1.346037851224935e-03 -2.528974406640915e-02
4.938289455475595e-01 4.201329526189831e-21 -6.971337611177008e-21 -7.367419748599411e-21 1.324086909283050e-18 1.907386431925410e-03 -2.558434111569139e-02
5.043359443889969e-01 2.913811012318217e-21 -6.906529764617635e-21 3.525418810633158e-20 1.356202216051556e-18 2.455290969637190e-03 -2.570911151282733e-02
5.148429432304343e-01 1.666462967062952e-21 -6.808379062117979e-21 7.590720622716714e-20 1.379467025664818e-18 2.980382369682324e-03 -2.566998858061166e-02
5.253499420718718e-01 4.641453200896131e-22 -6.678651376156660e-21 1.145108866868307e-19 1.394142310155786e-18 3.473739464241603e-03 -2.547364528993559e-02
5.358569409133092e-01 -6.887425111951701e-22 -6.519339521031358e-21 1.510011216539695e-19 1.400521809758398e-18 3.926992058640326e-03 -2.512743104822908e-02
5.463639397547466e-01 -1.788269294052794e-21 -6.332626934326606e-21 1.853305049606167e-19 1.398929069202006e-18 4.332416262690127e-03 -2.463930604617761e-02
5.568709385961841e-01 -2.830975517356705e-21 -6.120849995622951e-21 2.174681662509879e-19 1.389714422887841e-18 4.683021034250279e-03 -2.401777372590193e-02
5.673779374376215e-01 -3.813872974114268e-21 -5.886459602218842e-21 2.473993824387183e-19 1.373251954919025e-18 4.972624978229219e-03 -2.327181192807126e-02
5.778849362790589e-01 -4.734440605265098e-21 -5.631982620014525e-21 2.751249746852456e-19 1.349936458786826e-18 5.195922571038911e-03 -2.241080326480480e-02
5.883919351204964e-01 -5.590616851132451e-21 -5.359983817043243e-21 3.006605024500313e-19 1.320180420137504e-18 5.348539116610846e-03 -2.144446524994718e-02
5.988989339619338e-01 -6.380788783588159e-21 -5.073028866490369e-21 3.240352693185515e-19 1.284411044478730e-18 5.427073883422977e-03 -2.038278069875825e-02
6.094059328033713e-01 -7.103778313865839e-21 -4.773648977113251e-21 3.452911582309875e-19 1.243067349958233e-18 5.429131020862051e-03 -1.923592888559018e-02
6.199129316448087e-01 -7.758825789272573e-21 -4.464307671555353e-21 3.644813163455691e-19 1.196597343493975e-18 5.353338006110497e-03 -1.801421792103284e-02
6.304199304862461e-01 -8.345571304414311e-21 -4.147370188119755e-21 3.816687120928641e-19 1.145455296569048e-18 5.199351526746532e-03 -1.672801877994924e-02
6.409269293276836e-01 -8.864034061803898e-21 -3.825075929968175e-21 3.969245888991142e-19 1.090099134972234e-18 4.967850858686130e-03 -1.538770137893020e-02
6.514339281691210e-01 -9.314590120098652e-21 -3.499514328160963e-21 4.103268416232692e-19 1.030987954676774e-18 4.660518950865887e-03 -1.400357306673865e-02
6.619409270105584e-01 -9.697948868557568e-21 -3.172604422777927e-21 4.219583428733882e-19 9.685796739523851e-19 4.280011576333167e-03 -1.258581985447290e-02
6.724479258519959e-01 -1.001512856076919e-20 -2.846078400042884e-21 4.319052470951261e-19 9.033288297045444e-19 3.829915051343372e-03 -1.114445067422370e-02
6.829549246934333e-01 -1.026743123261992e-20 -2.521469254642389e-21 4.402553005796475e-19 8.356845239798043e-19 3.314693158950819e-03 -9.689244916101205e-03
6.934619235348707e-01 -1.045641731657584e-20 -2.200102675848667e-21 4.470961853723963e-19 7.660885245726425e-19 2.739624038999764e-03 -8.229703454365932e-03
7.039689223763081e-01 -1.058388024836594e-20 -1.883093185041043e-21 4.525139244503224e-19 6.949735217518547e-19 2.110727921347687e-03 -6.775003334326484e-03
7.144759212177456e-01 -1.065182134298195e-20 -1.571344481803828e-21 4.565913744941120e-19 6.227615413109448e-19 1.434686682087555e-03 -5.333956253137187e-03
7.249829200591831e-01 -1.066242519462224e-20 -1.265553886880829e-21 4.594068311337422e-19 5.498625124537229e-19 7.187562922845631e-04 -3.914970930054994e-03
7.354899189006204e-01 -1.061803583116337e-20 -9.662207043446858e-22 4.610327696998561e-19 4.766729874787654e-19 -2.932669555906008e-05 -2.526019425428201e-03
7.459969177420579e-01 -1.052113382689308e-20 -6.736582627404145e-22 4.615347423195740e-19 4.035750088258180e-19 -8.014434174748390e-04 -1.174607433101243e-03
7.565039165834954e-01 -1.037431454949465e-20 -3.880093372301481e-22 4.609704496664319e-19 3.309351178185162e-19 -1.589194473448496e-03 1.322514617307754e-04
7.670109154249328e-01 -1.018026768801006e-20 -1.092646022564581e-22 4.593890028637486e-19 2.591034983801415e-19 -2.384003928191125e-03 1.388057597587672e-03
7.775179142663702e-01 -9.941758178919866e-21 1.627162819260966e-22 4.568303879828974e-19 1.884132481264988e-19 -3.177224244223894e-03 2.586843190992588e-03
7.880249131078076e-01 -9.661608617190077e-21 4.281813851775459e-22 4.533251423268981e-19 1.191797685468265e-19 -3.960240857507943e-03 3.723186521582627e-03
7.985319119492451e-01 -9.342683209429834e-21 6.874614943695896e-22 4.488942482858986e-19 5.170026547969897e-20 -4.724575125079222e-03 4.792222462152668e-03
8.090389107906826e-01 -8.987873297332629e-21 9.409438640812000e-22 4.435492470510801e-19 -1.374664922693289e-20 -5.461984409021401e-03 5.789649487326642e-03
8.195459096321199e-01 -8.600084450955341e-21 1.189045240791466e-21 4.372925709313164e-19 -7.690126413021997e-20 -6.164558110902506e-03 6.711733311266021e-03
8.300529084735574e-01 -8.182225104868813e-21 1.432184678497024e-21 4.301180894776018e-19 -1.375229919072107e-19 -6.824808534829596e-03 7.555307318552401e-03
8.405599073149949e-01 -7.737196685281232e-21 1.670756663665891e-21 4.220118611451510e-19 -1.953905193992034e-19 -7.435755534635965e-03 8.317769963137118e-03
8.510669061564322e-01 -7.267885152807297e-21 1.905105060054153e-21 4.129530788563987e-19 -2.503018926791496e-19 -7.991003990009151e-03 8.997079318353690e-03
8.615739049978697e-01 -6.777153865416852e-21 2.135498367376444e-21 4.029151946266502e-19 -3.020745453405067e-19 -8.484813256875263e-03 9.591744966067612e-03
8.720809038393071e-01 -6.267837647523241e-21 2.362106765089487e-21 3.918672054147387e-19 -3.505452776112884e-19 -8.912157846971179e-03 1.010081741589809e-02
8.825879026807446e-01 -5.742737936211438e-21 2.584981381216356e-21 3.797750796229384e-19 -3.955701931712603e-19 -9.268778709610310e-03 1.052387524551207e-02
8.930949015221820e-01 -5.204618862940664e-21 2.804036189306500e-21 3.666033012159925e-19 -4.370245997547524e-19 -9.551224612777510e-03 1.086101015121043e-02
9.036019003636194e-01 -4.656204119828522e-21 3.019032892931306e-21 3.523165063096951e-19 -4.748028787414627e-19 -9.756883249890458e-03 1.111281009404729e-02
9.141088992050569e-01 -4.100174453292838e-21 3.229569108279664e-21 3.368811853192674e-19 -5.088183280094444e-19 -9.884001830820555e-03 1.128034072109371e-02
9.246158980464944e-01 -3.539165624613260e-21 3.435070101902819e-21 3.202674223843926e-19 -5.390029813628159e-19 -9.931697049455375e-03 1.136512523436622e-02
9.351228968879317e-01 -2.975766677060093e-21 3.634784283456184e-21 3.024506428161565e-19 -5.653074068742151e-19 -9.899954453377630e-03 1.136912287177195e-02
9.456298957293692e-01 -2.412518351940907e-21 3.827782592537449e-21 2.834133387770070e-19 -5.877004855051192e-19 -9.789617372899396e-03 1.129470615506332e-02
9.561368945708066e-01 -1.851911502038773e-21 4.012961856597585e-21 2.631467432831481e-19 -6.061691704275410e-19 -9.602365694312500e-03 1.114463705020236e-02
9.666438934122441e-01 -1.296385359348516e-21 4.189052132902940e-21 2.416524229499251e-19 -6.207182265610211e-19 -9.340684885056263e-03 1.092204217525247e-02
9.771508922536815e-01 -7.483255253050459e-22 4.354627983615250e-21 2.189437606543196e-19 -6.313699489950363e-19 -9.007825794442977e-03 1.063038718076069e-02
9.876578910951189e-01 -2.100615652207305e-22 4.508123569593144e-21 1.950473004710130e-19 -6.381638581947662e-19 -8.607755861557483e-03 1.027345041753243e-02
9.981648899365564e-01 3.161358957022919e-22 4.647851386592961e-21 1.700039288301011e-19 -6.411563692053999e-19 -8.145102460567575e-03 9.855295997073852e-03
1.008671888777994e+00 8.280586599552958e-22 4.772024407983637e-21 1.438698678269150e-19 -6.404204314887286e-19 -7.625089201830422e-03 9.380246340983002e-03
1.019178887619431e+00 1.323565095094570e-21 4.878781341723823e-21 1.167174589624608e-19 -6.360451355565964e-19 -7.053466083858113e-03 8.852854307403091e-03
1.029685886460869e+00 1.800584966925610e-21 4.966214656961320e-21 8.863571827692858e-20 -6.281352822178720e-19 -6.436434455574257e-03 8.277874975481421e-03
1.040192885302306e+00 2.257124993500655e-21 5.032400987929487e-21 5.973064682416993e-20 -6.168109100358295e-19 -5.780567799679620e-03 7.660237162741186e-03
1.050699884143744e+00 2.691275123399358e-21 5.075433480491755e-21 3.012528368368377e-20 -6.022067765060437e-19 -5.092729385848897e-03 7.005014745481042e-03
1.061206882985181e+00 3.101215520074637e-21 5.093455610308734e-21 -4.050782343745601e-23 -5.844717885137154e-19 -4.379987866579882e-03 6.317397848843813e-03
1.071713881826618e+00 3.485224212555921e-21 5.084695971683941e-21 -3.061052640177520e-20 -5.637683778141672e-19 -3.649531898668694e-03 5.602663971082566e-03
1.082220880668056e+00 3.841685351839485e-21 5.047503513060508e-21 -6.141299344432633e-20 -5.402718175993398e-19 -2.908584869521326e-03 4.866149105813291e-03
1.092727879509493e+00 4.169097992268054e-21 4.980382679398590e-21 -9.226158614631689e-20 -5.141694766625617e-19 -2.164320790071034e-03 4.113218926637833e-03
1.103234878350931e+00 4.466085298269829e-21 4.882027913087360e-21 -1.229567372432042e-19 -4.856600082474757e-19 -1.423782385282953e-03 3.349240100429221e-03
1.113741877192368e+00 4.731404059556039e-21 4.751356964440220e-21 -1.532871916798376e-19 -4.549524713570654e-19 -6.938023697350293e-04 2.579551798647622e-03
1.124248876033806e+00 4.963954382245065e-21 4.587542469397761e-21 -1.830318067296972e-19 -4.222653830944560e-19 1.907115982606489e-05 1.809437480247103e-03
1.134755874875243e+00 5.162789409972372e-21 4.390041266818013e-21 -2.119615784108551e-19 -3.878257014988156e-19 7.086443497802310e-04 1.044097024836736e-03
1.145262873716681e+00 5.327124917721689e-21 4.158620949090814e-21 -2.398418735539792e-19 -3.518677393100298e-19 1.369141444589270e-03 2.886193006586982e-04
1.155769872558118e+00 5.456348612495620e-21 3.893383169454923e-21 -2.664348435938975e-19 -3.146320101364447e-19 1.995262169222509e-03 -4.520447415945634e-04
1.166276871399555e+00 5.550028968758573e-21 3.594783264712866e-21 -2.915019931482647e-19 -2.763640095863637e-19 2.582232030792111e-03 -1.173108351260875e-03
1.176783870240993e+00 5.607923423333927e-21 3.263645795050737e-21 -3.148068737327267e-19 -2.373129350497896e-19 3.125845031589163e-03 -1.869974531620341e-03
1.187290869082430e+00 5.629985753928546e-21 2.901175650472933e-21 -3.361178706021683e-19 -1.977303489524756e-19 3.622498391374653e-03 -2.538260753474514e-03
1.197797867923868e+00 5.616372467911290e-21 2.508964427607726e-21 -3.552110487173025e-19 -1.578687914439048e-19 4.069218986196787e-03 -3.173822710009865e-03
1.208304866765305e+00 5.567448033299049e-21 2.088991838883900e-21 -3.718730222599556e-19 -1.179803495951380e-19 4.463681322722827e-03 -3.772776988528632e-03
1.218811865606743e+00 5.483788792107860e-21 1.643621978824864e-21 -3.859038109745908e-19 -7.831519126070614e-20 4.804216979617825e-03 -4.331522529362701e-03
1.229318864448180e+00 5.366185407211201e-21 1.175594338088138e-21 -3.971196459228564e-19 -3.912007277881375e-20 5.089815559397554e-03 -4.846760738042023e-03
1.239825863289617e+00 5.215643707536863e-21 6.880095243390495e-22 -4.053556870153683e-19 -6.368306307244605e-22 5.320117303994464e-03 -5.315514113761452e-03
1.250332862131055e+00 5.033383812494295e-21 1.843097190658873e-22 -4.104686149405758e-19 3.689913196784936e-20 5.495397633545165e-03 -5.735143255633298e-03
1.260839860972492e+00 4.820837435249055e-21 -3.317460294512169e-22 -4.123390608470244e-19 7.326035181734560e-20 5.616543969435969e-03 -6.103362108157000e-03
1.271346859813930e+00 4.579643284698395e-21 -8.561115062719964e-22 -4.108738383517758e-19 1.082287934840780e-19 5.685025297865693e-03 -6.418251309236382e-03
1.281853858655367e+00 4.311640508773749e-21 -1.384487782051580e-21 -4.060079441352305e-19 1.415973052041844e-19 5.702855018372961e-03 -6.678269507609982e-03
1.292360857496805e+00 4.018860145332550e-21 -1.912362108814468e-21 -3.977062955263930e-19 1.731710297627795e-19 5.672547701297601e-03 -6.882262522379520e-03
1.302867856338242e+00 3.703514572294957e-21 -2.435050885069475e-21 -3.859651760661810e-19 2.027687569705319e-19 5.597070448632575e-03 -7.029470224936792e-03
1.313374855179679e+00 3.367984974618318e-21 -2.947746254636666e-21 -3.708133630304638e-19 2.302242043394284e-19 5.479789612847463e-03 -7.119531033510279e-03
1.323881854021117e+00 3.014806872359186e-21 -3.445565846238588e-21 -3.523129142721947e-19 2.553872126988117e-19 5.324413677692085e-03 -7.152483922458543e-03
1.334388852862554e+00 2.646653780837715e-21 -3.923605108924105e-21 -3.305595954658045e-19 2.781248438072456e-19 5.134933143006981e-03 -7.128767862458450e-03
1.344895851703992e+00 2.266319100504981e-21 -4.376991652333107e-21 -3.056829328674430e-19 2.983223675019040e-19 4.915558281858925e-03 -7.049218623743134e-03
1.355402850545429e+00 1.876696360130388e-21 -4.800940961380098e-21 -2.778458809971346e-19 3.158841265844292e-19 4.670655652648884e-03 -6.915062892444710e-03
1.365909849386867e+00 1.480757961999206e-21 -5.190812822736266e-21 -2.472440991551383e-19 3.307342684665890e-19 4.404684251145615e-03 -6.727909669746312e-03
1.376416848228304e+00 1.081532601623612e-21 -5.542167776083006e-21 -2.141048353523845e-19 3.428173335849303e-19 4.122132177761246e-03 -6.489738944783423e-03
1.386923847069741e+00 6.820815564664403e-22 -5.850822886798429e-21 -1.786854210127454e-19 3.520986917299692e-19 3.827454674127225e-03 -6.202887654804849e-03
1.397430845911179e+00 2.854740585694440e-22 -6.112906129251439e-21 -1.412713846274404e-19 3.585648187182750e-19 3.525014350371921e-03 -5.870032969893302e-03
1.407937844752616e+00 -1.052380164564935e-22 -6.324908670835137e-21 -1.021741973660036e-19 3.622234072408250e-19 3.219024381306128e-03 -5.494172964091946e-03
1.418444843594054e+00 -4.870458962212046e-22 -6.483734357114887e-21 -6.172866839869145e-20 3.631033072464008e-19 2.913495396340798e-03 -5.078604760024177e-03
1.428951842435491e+00 -8.570098337576280e-22 -6.586745717632091e-21 -2.029001231176607e-20 3.612542928391456e-19 2.612186725418295e-03 -4.626900259587268e-03
1.439458841276929e+00 -1.212284935524290e-21 -6.631805839923611e-21 2.176938455844512e-20 3.567466543688593e-19 2.318562592451431e-03 -4.142879598746668e-03
1.449965840118366e+00 -1.550146619415085e-21 -6.617315496288926e-21 6.406346784704109e-20 3.496706161536418e-19 2.035753769690290e-03 -3.630582489575996e-03
1.460472838959804e+00 -1.868015424060551e-21 -6.542244953158942e-21 1.061962540115246e-19 3.401355820741825e-19 1.766525122241021e-03 -3.094237637119703e-03
1.470979837801241e+00 -2.163480891583723e-21 -6.406159946462119e-21 1.477657658329679e-19 3.282692130965449e-19 1.513249382903402e-03 -2.538230442034774e-03
1.481486836642678e+00 -2.434324250081846e-21 -6.209241367462953e-21 1.883681229398230e-19 3.142163425943650e-19 1.277887404730033e-03 -1.967069222021750e-03
1.491993835484116e+00 -2.678539629736636e-21 -5.952298271582722e-21 2.276017430256511e-19 2.981377371276400e-19 1.061975043606873e-03 -1.385350205424606e-03
1.502500834325553e+00 -2.894353557916312e-21 -5.636773897139201e-21 2.650716072155807e-19 2.802087120744819e-19 8.666167270497168e-04 -7.977215687438565e-04
1.513007833166991e+00 -3.080242492895300e-21 -5.264744460756474e-21 3.003935413509344e-19 2.606176131773785e-19 6.924856695570383e-04 -2.088468059242795e-04
1.523514832008428e+00 -3.234948173988729e-21 -4.838910580594210e-21 3.331984638248159e-19 2.395641766409531e-19 5.398306006718746e-04 3.766322691825658e-04
1.534021830849866e+00 -3.357490586756095e-21 -4.362581266606363e-21 3.631365500483795e-19 2.172577818787884e-19 4.084887805859902e-04 9.541325750121391e-04
1.544528829691303e+00 -3.447178365433673e-21 -3.839650507743863e-21 3.898812636721318e-19 1.939156123312525e-19 2.979049909686722e-04 1.519166549206145e-03
1.555035828532740e+00 -3.503616481664356e-21 -3.274566578020553e-21 4.131332053333634e-19 1.697607409565566e-19 2.071561068709312e-04 2.067378345757958e-03
1.565542827374178e+00 -3.526711096819401e-21 -2.672294275973066e-21 4.326237309651983e-19 1.450201580015108e-19 1.349807801457277e-04 2.594579116622200e-03
1.576049826215615e+00 -3.516671486014384e-21 -2.038270403699006e-21 4.481182935690871e-19 1.199227594850089e-19 7.981369685246101e-05 3.096781054202516e-03
1.586556825057053e+00 -3.474008974226622e-21 -1.378352881365513e-21 4.594194648147749e-19 9.469731545897958e-20 3.982381145399483e-05 3.570229876788761e-03
1.597063823898490e+00 -3.399532858123466e-21 -6.987639796921064e-22 4.663695958705052e-19 6.957043753395508e-20 1.295591008710966e-05 4.011435448176843e-03
1.607570822739928e+00 -3.294343321532216e-21 -6.028235126201385e-24 4.688530804513814e-19 4.476456536959946e-20 -3.025185596296500e-06 4.417200235346686e-03
1.618077821581365e+00 -3.159821387130260e-21 6.930943108036761e-22 4.667981871735922e-19 2.049599182598178e-20 -1.048849304643767e-05 4.784645324123384e-03
1.628584820422802e+00 -2.997615981218692e-21 1.391678836202960e-21 4.601784328750838e-19 -3.027053758392551e-21 -1.188956076820637e-05 5.111233732090713e-03
1.639091819264240e+00 -2.809628222559767e-21 2.082709653224620e-21 4.490134735593614e-19 -2.560624514081336e-20 -9.722725514567504e-06 5.394790780508653e-03
1.649598818105677e+00 -2.597993079185564e-21 2.759156483688553e-21 4.333694949857265e-19 -4.705490324585334e-20 -6.473680700423268e-06 5.633521312407130e-03
1.660105816947115e+00 -2.365058568831637e-21 3.414052222733479e-21 4.133590906056401e-19 -6.719962725295893e-20 -4.573089292197601e-06 5.826023572150545e-03
1.670612815788552e+00 -2.113362708299926e-21 4.040571282764155e-21 3.891406204657739e-19 -8.588179630177291e-20 -6.351951035958666e-06 5.971299592314998e-03
1.681119814629990e+00 -1.845608444880714e-21 4.632107586270482e-21 3.609170507947342e-19 -1.029589266843059e-19 -1.399940036535583e-05 6.068761966385185e-03
1.691626813471427e+00 -1.564636827915549e-21 5.182351263685781e-21 3.289342801889615e-19 -1.183058708451395e-19 -2.952356805202298e-05 6.118236920220553e-03
1.702133812312864e+00 -1.273398700827887e-21 5.685363111801215e-21 2.934789645390841e-19 -1.318158461209820e-19 -5.471608742075889e-05 6.119963631095348e-03
1.712640811154302e+00 -9.749252128331919e-22 6.135645879500070e-21 2.548758590123070e-19 -1.434012829097141e-19 -9.112076541596372e-05 6.074589779997473e-03
1.723147809995739e+00 -6.722974651094189e-22 6.528211470912232e-21 2.134847014535304e-19 -1.529944838373004e-19 -1.400068710288316e-04 5.983163360371800e-03
1.733654808837177e+00 -3.686156179556550e-22 6.858643191356604e-21 1.696966674077245e-19 -1.605480874760921e-19 -2.023474194414027e-04 5.847120804197533e-03
1.744161807678614e+00 -6.696779336768876e-23 7.123152208376883e-21 1.239304325227356e-19 -1.660353322319074e-19 -2.788027508720600e-04 5.668271523773844e-03
1.754668806520052e+00 2.296008885578059e-22 7.318627458569334e-21 7.662788329278908e-20 -1.694501181345322e-19 -3.697096197498828e-04 5.448779004424453e-03
1.765175805361489e+00 5.181188011759880e-22 7.442678299930997e-21 2.824952187400880e-20 -1.708068664173994e-19 -4.750759235844034e-04 5.191138619101006e-03
1.775682804202927e+00 7.957174968152632e-22 7.493669288642239e-21 -2.073038501877214e-20 -1.701401789260171e-19 -5.945811131471973e-04 4.898152370149121e-03
1.786189803044364e+00 1.059660260537201e-21 7.470746547596306e-21 -6.982885940456038e-20 -1.675043015293268e-19 -7.275822375041895e-04 4.572900795905175e-03
1.796696801885801e+00 1.307369218704766e-21 7.373855290531641e-21 -1.185594106776534e-19 -1.629723977961080e-19 -8.731254904598257e-04 4.218712309925096e-03
1.807203800727239e+00 1.536450705112611e-21 7.203748169421848e-21 -1.664373203096082e-19 -1.566356412162255e-19 -1.029963040189446e-03 3.839130268166993e-03
