frequency = 2997924585.809468 Hz; phi = 1.5707963267948966 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
1.365909849386867e+00 6.343244732188117e-20 5.965488684022407e-20 -1.233055761707452e-18 -7.650003210952409e-19 1.341349233049656e-02 2.298038576142188e-02
1.376416848228304e+00 7.138665827342996e-20 3.934249285490488e-20 -1.567669982855942e-18 -3.293465094033957e-19 1.259768531082139e-02 1.898575584320721e-02
1.386923847069741e+00 7.207049935167631e-20 1.537111308353570e-20 -1.753778919188166e-18 1.371673339853730e-19 1.061844380132468e-02 1.367650481423458e-02
1.397430845911179e+00 6.538976834355807e-20 -9.942481560297480e-21 -1.774379218434629e-18 5.866493633132014e-19 7.594809708361060e-03 7.542866506051423e-03
1.407937844752616e+00 5.201126496928481e-20 -3.412238832242951e-20 -1.628478452814961e-18 9.728548896203215e-19 3.744544809571206e-03 1.120811274968135e-03
1.418444843594054e+00 3.330000428386782e-20 -5.478243319073878e-20 -1.331356710144314e-18 1.256001197591406e-18 -6.312161389796189e-04 -5.055868709908232e-03
1.428951842435491e+00 1.118110989750619e-20 -6.987217060384695e-20 -9.131791146466155e-19 1.406940322982319e-18 -5.171593364902631e-03 -1.050128051172398e-02
1.439458841276929e+00 -1.205959089489192e-20 -7.789369829743465e-20 -4.160626479636414e-19 1.410236310213930e-18 -9.486032448258196e-03 -1.481692306707882e-02
1.449965840118366e+00 -3.401523565723539e-20 -7.806514024921969e-20 1.101314375234791e-19 1.265807597844577e-18 -1.318828481657553e-02 -1.772162125113659e-02
1.460472838959804e+00 -5.241208603467288e-20 -7.041162421156884e-20 6.128637903599432e-19 9.889485002993090e-19 -1.593128755814024e-02 -1.906956884289760e-02
1.470979837801241e+00 -6.535052161358003e-20 -5.577191074740096e-20 1.042321886308569e-18 6.087194420283172e-19 -1.743972557112429e-02 -1.885533718762740e-02
1.481486836642678e+00 -7.150644055611954e-20 -3.571778033733280e-20 1.356593661038138e-18 1.648740190081839e-19 -1.753715741784303e-02 -1.720596895951775e-02
1.491993835484116e+00 -7.027087285431555e-20 -1.239289178725004e-20 1.526051037959989e-18 -2.963480721770133e-19 -1.616499177734956e-02 -1.436148874588415e-02
1.502500834325553e+00 -6.181239207245058e-20 1.171299332720420e-20 1.536458143647916e-18 -7.271080601334181e-19 -1.339128568003077e-02 -1.064620770924949e-02
1.513007833166991e+00 -4.705547574991832e-20 3.403084701509711e-20 1.390448735096213e-18 -1.083005987454884e-18 -9.408240980067886e-03 -6.433980420818513e-03
1.523514832008428e+00 -2.757733602769582e-20 5.219146764081497e-20 1.107190274673324e-18 -1.327724376031800e-18 -4.518319433749227e-03 -2.111018338313390e-03
1.534021830849866e+00 -5.434842837641705e-21 6.428593242375776e-20 7.202497840327095e-19 -1.436777450876649e-18 8.900200041941031e-04 1.960058624187371e-03
1.544528829691303e+00 1.705905866319276e-20 6.907790571339133e-20 2.738772087177435e-19 -1.399966365821822e-18 6.374942101957550e-03 5.471540486224967e-03
1.555035828532740e+00 3.758447557573695e-20 6.614312293370370e-20 -1.818973733578912e-19 -1.222285816789917e-18 1.147934943481653e-02 8.194539622715415e-03
1.565542827374178e+00 5.406157924286527e-20 5.591916305803972e-20 -5.968170237251055e-19 -9.232000372896692e-19 1.577103848434518e-02 9.993591527541880e-03
1.576049826215615e+00 6.486830489261212e-20 3.965855605478451e-20 -9.259849855140840e-19 -5.343866772246408e-19 1.888118497072876e-02 1.083106603131767e-02
1.586556825057053e+00 6.900510048933369e-20 1.928923848388614e-20 -1.134856754543743e-18 -9.621486964839285e-20 2.053754220494680e-02 1.076158591728561e-02
1.597063823898490e+00 6.618930803785184e-20 -2.802891515553952e-21 -1.203068297143367e-18 3.466401215467802e-19 2.058918907678526e-02 9.917659142797467e-03
1.607570822739928e+00 5.686990343699502e-20 -2.404532817729770e-20 -1.126657807488576e-18 7.499541072111615e-19 1.902043501576922e-02 8.488571809071165e-03
1.618077821581365e+00 4.216242209031161e-20 -4.197360989853233e-20 -9.184176828521914e-19 1.074558836427573e-18 1.595250616607335e-02 6.695179405507470e-03
1.628584820422802e+00 2.371288941863377e-20 -5.451549776400458e-20 -6.063257540913902e-19 1.290297204425139e-18 1.163280174417081e-02 4.763520349105199e-03
1.639091819264240e+00 3.507414436114735e-21 -6.023165413679121e-20 -2.302259921803986e-19 1.378913908229830e-18 6.412706771535791e-03 2.900139099805865e-03
1.649598818105677e+00 -1.635010488712238e-20 -5.848443171015855e-20 1.628668454614269e-19 1.335594229863431e-18 7.160565115932937e-04 1.271662137592794e-03
1.660105816947115e+00 -3.386661539170492e-20 -4.951443520467538e-20 5.243011004998309e-19 1.169020893934586e-18 -4.998744309161358e-03 -9.432416548307544e-06
1.670612815788552e+00 -4.736923647780740e-20 -3.441508785603015e-20 8.095209993979071e-19 8.999872399836535e-19 -1.027933203585885e-02 -8.916963736340009e-04
1.681119814629990e+00 -5.567249807999153e-20 -1.500730729246515e-20 9.833304413611986e-19 5.587646680781605e-19 -1.471885636456833e-02 -1.383964740484777e-03
1.691626813471427e+00 -5.818612707972231e-20 6.371823603215692e-21 1.024069762855593e-18 1.815552566761581e-19 -1.799058131902768e-02 -1.547566872910630e-03
1.702133812312864e+00 -5.495330939481534e-20 2.714222255183795e-20 9.262105284128057e-19 -1.935480551644112e-19 -1.987439184472966e-02 -1.482841870831509e-03
1.712640811154302e+00 -4.661760963961318e-20 4.478410709603664e-20 7.010559464855943e-19 -5.306307492211024e-19 -2.027281604242400e-02 -1.311878584162999e-03
1.723147809995739e+00 -3.432495387406840e-20 5.713587394296280e-20 3.754555238906250e-19 -7.996060816305121e-19 -1.921524317968924e-02 -1.159731550696339e-03
1.733654808837177e+00 -1.957430410215817e-20 6.265134739979165e-20 -1.132381138122444e-20 -9.790596426164623e-19 -1.685021326186822e-02 -1.136424582701724e-03
1.744161807678614e+00 -4.036050439874090e-21 6.058572815373209e-20 -4.122093436736253e-19 -1.058010592234772e-18 -1.342685001205733e-02 -1.321847754383211e-03
1.754668806520052e+00 1.063986622995977e-20 5.108781689658912e-20 -7.778788772340625e-19 -1.036445379459690e-18 -9.267580272032358e-03 -1.755215655269681e-03
1.765175805361489e+00 2.300379004043926e-20 3.518707908967079e-20 -1.062609055899668e-18 -9.246253947712324e-19 -4.735117080214275e-03 -2.430144724263034e-03
1.775682804202927e+00 3.195416964899060e-20 1.467656189797751e-20 -1.229725342814876e-18 -7.413094608623879e-19 -1.971945418819473e-04 -3.295702610526891e-03
1.786189803044364e+00 3.683798695160191e-20 -8.094913091428208e-21 -1.256007555196899e-18 -5.111491744324525e-19 4.007321321215179e-03 -4.263068170568957e-03
1.796696801885801e+00 3.749465127952832e-20 -3.049697295301396e-20 -1.134526267421922e-18 -2.615969632348482e-19 7.597570886148185e-03 -5.216800014012735e-03
