frequency = 899377375.7428404 Hz; phi = 0 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
1.155769872558118e-01 3.360278473760616e-04 3.887992314633205e-05 -2.542101934542455e-02 -6.841155644238128e-02 0.000000000000000e+00 0.000000000000000e+00
1.260839860972492e-01 3.589545181285428e-04 3.943850867017870e-05 -2.513469374880482e-02 -6.601692475069845e-02 0.000000000000000e+00 0.000000000000000e+00
1.365909849386867e-01 3.800467643975384e-04 3.933161241843471e-05 -2.481825045333667e-02 -6.346894068684150e-02 0.000000000000000e+00 0.000000000000000e+00
1.470979837801241e-01 3.992127042510250e-04 3.854649583333571e-05 -2.447080855414268e-02 -6.078020513988518e-02 0.000000000000000e+00 0.000000000000000e+00
1.576049826215615e-01 4.163734341516895e-04 3.707882936359954e-05 -2.409156876845887e-02 -5.796390239898156e-02 0.000000000000000e+00 0.000000000000000e+00
1.681119814629990e-01 4.314634315712704e-04 3.493269699810005e-05 -2.367983969053516e-02 -5.503371386402327e-02 0.000000000000000e+00 0.000000000000000e+00
1.786189803044364e-01 4.444308460346099e-04 3.212049047372401e-05 -2.323506309299627e-02 -5.200372939979750e-02 0.000000000000000e+00 0.000000000000000e+00
1.891259791458738e-01 4.552376774138440e-04 2.866269552216709e-05 -2.275683782887452e-02 -4.888835705460820e-02 0.000000000000000e+00 0.000000000000000e+00
1.996329779873113e-01 4.638598414114697e-04 2.458757405506381e-05 -2.224494190965409e-02 -4.570223186923297e-02 0.000000000000000e+00 0.000000000000000e+00
2.101399768287487e-01 4.702871232653226e-04 1.993074763273036e-05 -2.169935236402005e-02 -4.246012449944945e-02 0.000000000000000e+00 0.000000000000000e+00
2.206469756701862e-01 4.745230217975289e-04 1.473468895343464e-05 -2.112026251609199e-02 -3.917685036663823e-02 0.000000000000000e+00 0.000000000000000e+00
2.311539745116236e-01 4.765844869549728e-04 9.048129327056523e-06 -2.050809636448353e-02 -3.586718003434202e-02 0.000000000000000e+00 0.000000000000000e+00
2.416609733530610e-01 4.765015549963945e-04 2.925391258190590e-06 -1.986351978867625e-02 -3.254575148685874e-02 0.000000000000000e+00 0.000000000000000e+00
2.521679721944984e-01 4.743168864030687e-04 -3.574343780202442e-06 -1.918744836121835e-02 -2.922698495684202e-02 0.000000000000000e+00 0.000000000000000e+00
2.626749710359359e-01 4.700852124632291e-04 -1.038782146022319e-05 -1.848105159828943e-02 -2.592500091485803e-02 0.000000000000000e+00 0.000000000000000e+00
2.731819698773733e-01 4.638726972660557e-04 -1.744854302962558e-05 -1.774575353883348e-02 -2.265354179409685e-02 0.000000000000000e+00 0.000000000000000e+00
2.836889687188108e-01 4.557562225427487e-04 -2.468762401903844e-05 -1.698322960175227e-02 -1.942589797896125e-02 -0.000000000000000e+00 0.000000000000000e+00
2.941959675602482e-01 4.458226034076124e-04 -3.203467088578407e-05 -1.619539973051927e-02 -1.625483853773970e-02 -0.000000000000000e+00 0.000000000000000e+00
3.047029664016856e-01 4.341677435620004e-04 -3.941866316184473e-05 -1.538441789472140e-02 -1.315254712710216e-02 -0.000000000000000e+00 0.000000000000000e+00
3.152099652431231e-01 4.208957389391120e-04 -4.676882875190754e-05 -1.455265807669258e-02 -1.013056344092697e-02 -0.000000000000000e+00 0.000000000000000e+00
3.257169640845605e-01 4.061179390740969e-04 -5.401550029984221e-05 -1.370269692816497e-02 -7.199730518194681e-03 -0.000000000000000e+00 0.000000000000000e+00
3.362239629259979e-01 3.899519756880023e-04 -6.109094098229095e-05 -1.283729333548808e-02 -4.370148165339233e-03 0.000000000000000e+00 -0.000000000000000e+00
3.467309617674353e-01 3.725207680660171e-04 -6.793012871298111e-05 -1.195936518184548e-02 -1.651132687843242e-03 0.000000000000000e+00 -0.000000000000000e+00
3.572379606088728e-01 3.539515148038182e-04 -7.447148850485033e-05 -1.107196363990662e-02 9.488169348611063e-04 0.000000000000000e+00 -0.000000000000000e+00
3.677449594503102e-01 3.343746813803246e-04 -8.065756365992056e-05 -1.017824536808390e-02 3.422046357786665e-03 0.000000000000000e+00 -0.000000000000000e+00
3.782519582917477e-01 3.139229928026478e-04 -8.643561750028950e-05 -9.281443017172248e-03 5.761766648308433e-03 0.000000000000000e+00 -0.000000000000000e+00
3.887589571331851e-01 2.927304402600100e-04 -9.175815850930651e-05 -8.384834481181779e-03 7.962068577972287e-03 0.000000000000000e+00 -0.000000000000000e+00
3.992659559746226e-01 2.709313103267543e-04 -9.658338300097724e-05 -7.491711346219464e-03 1.001793052853634e-02 0.000000000000000e+00 -0.000000000000000e+00
4.097729548160600e-01 2.486592447706000e-04 -1.008755307508791e-04 -6.605347003951038e-03 1.192522016597458e-02 0.000000000000000e+00 -0.000000000000000e+00
4.202799536574974e-01 2.260463384691998e-04 -1.046051503936096e-04 -5.728964901413960e-03 1.368069008626490e-02 0.000000000000000e+00 -0.000000000000000e+00
4.307869524989348e-01 2.032222823123733e-04 -1.077492727865921e-04 -4.865707396576833e-03 1.528196768335315e-02 0.000000000000000e+00 -0.000000000000000e+00
4.412939513403723e-01 1.803135572857244e-04 -1.102914919421613e-04 -4.018605679153833e-03 1.672753953217106e-02 0.000000000000000e+00 -0.000000000000000e+00
4.518009501818097e-01 1.574426852008024e-04 -1.122219545161969e-04 -3.190551198963102e-03 1.801673061769911e-02 0.000000000000000e+00 -0.000000000000000e+00
4.623079490232472e-01 1.347275407690883e-04 -1.135372601971153e-04 -2.384269019969787e-03 1.914967877449558e-02 0.000000000000000e+00 0.000000000000000e+00
4.728149478646846e-01 1.122807289152567e-04 -1.142402766218784e-04 -1.602293487123163e-03 2.012730472971712e-02 0.000000000000000e+00 0.000000000000000e+00
4.833219467061221e-01 9.020903041247449e-05 -1.143398736751386e-04 -8.469465563372604e-04 2.095127816611994e-02 0.000000000000000e+00 0.000000000000000e+00
4.938289455475595e-01 6.861291809385302e-05 -1.138505831400650e-04 -1.203190953298354e-04 2.162398023993418e-02 0.000000000000000e+00 0.000000000000000e+00
5.043359443889969e-01 4.758614507214530e-05 -1.127921906859387e-04 5.757445841670745e-04 2.214846300167194e-02 0.000000000000000e+00 0.000000000000000e+00
5.148429432304343e-01 2.721540558834120e-05 -1.111892680707325e-04 1.239658753528229e-03 2.252840617597264e-02 0.000000000000000e+00 0.000000000000000e+00
5.253499420718718e-01 7.580068317048950e-06 -1.090706541805621e-04 1.870104699029265e-03 2.276807175957088e-02 0.000000000000000e+00 0.000000000000000e+00
5.358569409133092e-01 -1.124801880304916e-05 -1.064688941427092e-04 2.466035460331948e-03 2.287225689453475e-02 0.000000000000000e+00 0.000000000000000e+00
5.463639397547466e-01 -2.920465386914589e-05 -1.034196461989796e-04 3.026676835960394e-03 2.284624546728076e-02 0.000000000000000e+00 0.000000000000000e+00
5.568709385961841e-01 -4.623333877698845e-05 -9.996106632352324e-05 3.551524674745366e-03 2.269575887276910e-02 0.000000000000000e+00 0.000000000000000e+00
5.673779374376215e-01 -6.228527240294320e-05 -9.613318070675111e-05 4.040338530439428e-03 2.242690636802605e-02 0.000000000000000e+00 0.000000000000000e+00
5.778849362790589e-01 -7.731928272807147e-05 -9.197725620049358e-05 4.493131813626562e-03 2.204613542005262e-02 0.000000000000000e+00 0.000000000000000e+00
5.883919351204964e-01 -9.130170192785145e-05 -8.753517864538694e-05 4.910158629563444e-03 2.156018243066760e-02 0.000000000000000e+00 0.000000000000000e+00
5.988989339619338e-01 -1.042061888869626e-04 -8.284884866432362e-05 5.291897542118389e-03 2.097602419526980e-02 0.000000000000000e+00 0.000000000000000e+00
6.094059328033713e-01 -1.160135039557816e-04 -7.795960403337275e-05 5.639032551612313e-03 2.030083042431018e-02 0.000000000000000e+00 0.000000000000000e+00
6.199129316448087e-01 -1.267112410643554e-04 -7.290767713047677e-05 5.952431617007209e-03 1.954191762599784e-02 0.000000000000000e+00 0.000000000000000e+00
6.304199304862461e-01 -1.362935225115490e-04 -6.773169522849061e-05 6.233123090814376e-03 1.870670461665450e-02 0.000000000000000e+00 0.000000000000000e+00
6.409269293276836e-01 -1.447606618981960e-04 -6.246823055645664e-05 6.482270466480108e-03 1.780266989194278e-02 0.000000000000000e+00 0.000000000000000e+00
6.514339281691210e-01 -1.521188007282399e-04 -5.715140611313337e-05 6.701145863590298e-03 1.683731105808773e-02 0.000000000000000e+00 0.000000000000000e+00
6.619409270105584e-01 -1.583795242074639e-04 -5.181256220139256e-05 6.891102694542982e-03 1.581810648795633e-02 0.000000000000000e+00 0.000000000000000e+00
6.724479258519959e-01 -1.635594616789446e-04 -4.647998756905966e-05 7.053547968211494e-03 1.475247933254677e-02 0.000000000000000e+00 0.000000000000000e+00
6.829549246934333e-01 -1.676798770023896e-04 -4.117871791928799e-05 7.189914690279195e-03 1.364776398487532e-02 0.000000000000000e+00 0.000000000000000e+00
6.934619235348707e-01 -1.707662539738969e-04 -3.593040340089018e-05 7.301634817217210e-03 1.251117506053212e-02 0.000000000000000e+00 0.000000000000000e+00
7.039689223763081e-01 -1.728478816216210e-04 -3.075324552927629e-05 7.390113210851981e-03 1.134977892786267e-02 0.000000000000000e+00 0.000000000000000e+00
7.144759212177456e-01 -1.739574438997132e-04 -2.566200283866105e-05 7.456703023467805e-03 1.017046779111391e-02 0.000000000000000e+00 0.000000000000000e+00
7.249829200591831e-01 -1.741306179389164e-04 -2.066806344101755e-05 7.502682919738149e-03 8.979936302231118e-03 0.000000000000000e+00 0.000000000000000e+00
7.354899189006204e-01 -1.734056846195338e-04 -1.577958159066608e-05 7.529236511634947e-03 7.784660651718418e-03 0.000000000000000e+00 -0.000000000000000e+00
7.459969177420579e-01 -1.718231547939913e-04 -1.100167433107148e-05 7.537434346636311e-03 6.590880066102368e-03 0.000000000000000e+00 -0.000000000000000e+00
7.565039165834954e-01 -1.694254140331343e-04 -6.336673357580247e-06 7.528218748252597e-03 5.404580619472097e-03 -0.000000000000000e+00 0.000000000000000e+00
7.670109154249328e-01 -1.662563882924931e-04 -1.784426372281908e-06 7.502391761993631e-03 4.231481249296359e-03 -0.000000000000000e+00 0.000000000000000e+00
7.775179142663702e-01 -1.623612324115280e-04 2.657358546797101e-06 7.460606409961802e-03 3.077021852466840e-03 -0.000000000000000e+00 0.000000000000000e+00
7.880249131078076e-01 -1.577860428642261e-04 6.992732687917241e-06 7.403361404161929e-03 1.946353326196648e-03 -0.000000000000000e+00 0.000000000000000e+00
7.985319119492451e-01 -1.525775956942781e-04 1.122709821065514e-05 7.330999413029719e-03 8.443294101727079e-04 -0.000000000000000e+00 0.000000000000000e+00
8.090389107906826e-01 -1.467831100949325e-04 1.536677946223061e-05 7.243708918520774e-03 -2.244998188294591e-04 -0.000000000000000e+00 0.000000000000000e+00
8.195459096321199e-01 -1.404500376262455e-04 1.941858242914325e-05 7.141529643253492e-03 -1.255892951073920e-03 -0.000000000000000e+00 0.000000000000000e+00
8.300529084735574e-01 -1.336258766293367e-04 2.338935078251405e-05 7.024361469397816e-03 -2.245920897404207e-03 -0.000000000000000e+00 0.000000000000000e+00
8.405599073149949e-01 -1.263580109900776e-04 2.728552697527380e-05 6.891976714248909e-03 -3.190969339653554e-03 -0.000000000000000e+00 0.000000000000000e+00
8.510669061564322e-01 -1.186935720220309e-04 3.111272672872801e-05 6.744035572442809e-03 -4.087740119901012e-03 -0.000000000000000e+00 0.000000000000000e+00
8.615739049978697e-01 -1.106793219095558e-04 3.487533497598265e-05 6.580104482487122e-03 -4.933251702463481e-03 -0.000000000000000e+00 0.000000000000000e+00
8.720809038393071e-01 -1.023615568486710e-04 3.857613095847845e-05 6.399677126295875e-03 -5.724838832802269e-03 -0.000000000000000e+00 0.000000000000000e+00
8.825879026807446e-01 -9.378602777894420e-05 4.221594966019787e-05 6.202197725701036e-03 -6.460151505669580e-03 -0.000000000000000e+00 0.000000000000000e+00
8.930949015221820e-01 -8.499787639283950e-05 4.579338616258629e-05 5.987086259829953e-03 -7.137153341829268e-03 -0.000000000000000e+00 0.000000000000000e+00
9.036019003636194e-01 -7.604158395825396e-05 4.930454878963101e-05 5.753765192625197e-03 -7.754119458313024e-03 -0.000000000000000e+00 0.000000000000000e+00
9.141088992050569e-01 -6.696093038658231e-05 5.274286611500093e-05 5.501687271037121e-03 -8.309633902014908e-03 -0.000000000000000e+00 0.000000000000000e+00
9.246158980464944e-01 -5.779896092616033e-05 5.609895202918014e-05 5.230363931990436e-03 -8.802586700722049e-03 -0.000000000000000e+00 0.000000000000000e+00
9.351228968879317e-01 -4.859795786233122e-05 5.936053213035566e-05 4.939393840358452e-03 -9.232170569797008e-03 -0.000000000000000e+00 0.000000000000000e+00
9.456298957293692e-01 -3.939941464952338e-05 6.251243371072378e-05 4.628491071455547e-03 -9.597877296773227e-03 -0.000000000000000e+00 0.000000000000000e+00
9.561368945708066e-01 -3.024401000073075e-05 6.553664059533843e-05 4.297512449570946e-03 -9.899493810780048e-03 -0.000000000000000e+00 0.000000000000000e+00
9.666438934122441e-01 -2.117157959749881e-05 6.841241304545149e-05 3.946483559474829e-03 -1.013709792885899e-02 -0.000000000000000e+00 0.000000000000000e+00
9.771508922536815e-01 -1.222108326786236e-05 7.111647189454316e-05 3.575622960134412e-03 -1.031105375745269e-02 -0.000000000000000e+00 0.000000000000000e+00
9.876578910951189e-01 -3.430565700526610e-06 7.362324504880713e-05 3.185364149186730e-03 -1.042200671473735e-02 -0.000000000000000e+00 0.000000000000000e+00
9.981648899365564e-01 5.162890980850936e-06 7.590517347253064e-05 2.776374852707972e-03 -1.047087812831909e-02 -0.000000000000000e+00 0.000000000000000e+00
1.008671888777994e+00 1.352322417421615e-05 7.793307280607122e-05 2.349573247193931e-03 -1.045885935331908e-02 -0.000000000000000e+00 0.000000000000000e+00
1.019178887619431e+00 2.161545836752421e-05 7.967654584359541e-05 1.906140759012706e-03 -1.038740534821037e-02 -0.000000000000000e+00 0.000000000000000e+00
1.029685886460869e+00 2.940578407062750e-05 8.110444024218235e-05 1.447531130422914e-03 -1.025822764008699e-02 -0.000000000000000e+00 0.000000000000000e+00
1.040192885302306e+00 3.686164851893874e-05 8.218534505513328e-05 9.754754900066979e-04 -1.007328660745739e-02 -0.000000000000000e+00 0.000000000000000e+00
1.050699884143744e+00 4.395185820553532e-05 8.288811899113229e-05 4.919832184211506e-04 -9.834783007236430e-03 -0.000000000000000e+00 0.000000000000000e+00
1.061206882985181e+00 5.064669294418316e-05 8.318244270682773e-05 -6.615429602340712e-07 -9.545148673407670e-03 -0.000000000000000e+00 0.000000000000000e+00
1.071713881826618e+00 5.691803081480260e-05 8.303938695179874e-05 -4.999078333946971e-04 -9.207036317845843e-03 -0.000000000000000e+00 0.000000000000000e+00
1.082220880668056e+00 6.273948300055520e-05 8.243198800788564e-05 -1.002950295335511e-03 -8.823308369000728e-03 -0.000000000000000e+00 0.000000000000000e+00
1.092727879509493e+00 6.808653719865585e-05 8.133582160776685e-05 -1.506746046460955e-03 -8.397024791483496e-03 -0.000000000000000e+00 0.000000000000000e+00
1.103234878350931e+00 7.293670797783151e-05 7.972956637761055e-05 -2.008035906006718e-03 -7.931429838964364e-03 -0.000000000000000e+00 0.000000000000000e+00
1.113741877192368e+00 7.726969217328991e-05 7.759554783874501e-05 -2.503369817102566e-03 -7.429937704059996e-03 -0.000000000000000e+00 0.000000000000000e+00
1.124248876033806e+00 8.106752715478722e-05 7.492025411068377e-05 -2.989136244950480e-03 -6.896117041884298e-03 0.000000000000000e+00 0.000000000000000e+00
1.134755874875243e+00 8.431474958440111e-05 7.169481469880998e-05 -3.461595270708763e-03 -6.333674358498059e-03 0.000000000000000e+00 0.000000000000000e+00
1.145262873716681e+00 8.699855209568408e-05 6.791543409881458e-05 -3.916915043928852e-03 -5.746436271339847e-03 0.000000000000000e+00 0.000000000000000e+00
1.155769872558118e+00 8.910893518514143e-05 6.358377243407076e-05 -4.351211202763113e-03 -5.138330665715269e-03 0.000000000000000e+00 0.000000000000000e+00
1.166276871399555e+00 9.063885150596433e-05 5.870726591888688e-05 -4.760588822037827e-03 -4.513366789163684e-03 0.000000000000000e+00 0.000000000000000e+00
1.176783870240993e+00 9.158433970085712e-05 5.329938064302319e-05 -5.141186404960312e-03 -3.875614343907421e-03 0.000000000000000e+00 0.000000000000000e+00
1.187290869082430e+00 9.194464490248718e-05 4.737979395353573e-05 -5.489221395690360e-03 -3.229181656133722e-03 0.000000000000000e+00 0.000000000000000e+00
1.197797867923868e+00 9.172232307015586e-05 4.097449859591459e-05 -5.801036657501808e-03 -2.578193019470090e-03 0.000000000000000e+00 0.000000000000000e+00
1.208304866765305e+00 9.092332641828359e-05 3.411582572768470e-05 -6.073147335523483e-03 -1.926765328211866e-03 0.000000000000000e+00 0.000000000000000e+00
1.218811865606743e+00 8.955706732628360e-05 2.684238394236146e-05 -6.302287504336304e-03 -1.278984133469866e-03 0.000000000000000e+00 0.000000000000000e+00
1.229318864448180e+00 8.763645829879029e-05 1.919891251757866e-05 -6.485455989422363e-03 -6.388792720652299e-04 0.000000000000000e+00 0.000000000000000e+00
1.239825863289617e+00 8.517792576877181e-05 1.123604821925911e-05 -6.619960747826928e-03 -1.040023345780754e-05 0.000000000000000e+00 0.000000000000000e+00
1.250332862131055e+00 8.220139579834338e-05 3.010006137185202e-06 -6.703461197569128e-03 6.026085560920907e-04 0.000000000000000e+00 0.000000000000000e+00
1.260839860972492e+00 7.873025003789680e-05 -5.417823811440024e-06 -6.734007897364544e-03 1.196432340628372e-03 0.000000000000000e+00 0.000000000000000e+00
1.271346859813930e+00 7.479125063466334e-05 -1.398136192195259e-05 -6.710078998088953e-03 1.767510331296029e-03 0.000000000000000e+00 0.000000000000000e+00
1.281853858655367e+00 7.041443315371717e-05 -2.261040135025893e-05 -6.630612914971223e-03 2.312459483056991e-03 0.000000000000000e+00 0.000000000000000e+00
1.292360857496805e+00 6.563296696044340e-05 -3.123124332903052e-05 -6.495036704514176e-03 2.828097536095271e-03 0.000000000000000e+00 0.000000000000000e+00
1.302867856338242e+00 6.048298292819592e-05 -3.976739884127983e-05 -6.303289672334995e-03 3.311465103435658e-03 0.000000000000000e+00 0.000000000000000e+00
1.313374855179679e+00 5.500336875845738e-05 -4.814034963695658e-05 -6.055841787013831e-03 3.759846585966165e-03 0.000000000000000e+00 0.000000000000000e+00
1.323881854021117e+00 4.923553263615619e-05 -5.627036054211753e-05 -5.753706530201012e-03 4.170789698329709e-03 0.000000000000000e+00 0.000000000000000e+00
1.334388852862554e+00 4.322313637990020e-05 -6.407733416125976e-05 -5.398447874047487e-03 4.542123394286205e-03 0.000000000000000e+00 0.000000000000000e+00
1.344895851703992e+00 3.701179968106528e-05 -7.148169832119006e-05 -4.992181142844962e-03 4.871973988085505e-03 0.000000000000000e+00 0.000000000000000e+00
1.355402850545429e+00 3.064877745055990e-05 -7.840531596085827e-05 -4.537567585863642e-03 5.158779279125378e-03 0.000000000000000e+00 0.000000000000000e+00
1.365909849386867e+00 2.418261270155881e-05 -8.477240664574165e-05 -4.037802561967732e-03 5.401300500631841e-03 0.000000000000000e+00 0.000000000000000e+00
1.376416848228304e+00 1.766276778539931e-05 -9.051046848677804e-05 -3.496597312816277e-03 5.598631929199717e-03 0.000000000000000e+00 0.000000000000000e+00
1.386923847069741e+00 1.113923715705348e-05 -9.555118897745863e-05 -2.918154379485631e-03 5.750208010589078e-03 0.000000000000000e+00 0.000000000000000e+00
1.397430845911179e+00 4.662145179625704e-06 -9.983133314042028e-05 -2.307136796108055e-03 5.855807878123256e-03 0.000000000000000e+00 0.000000000000000e+00
1.407937844752616e+00 -1.718667235806509e-06 -1.032935973905094e-04 -1.668631272904828e-03 5.915557162979874e-03 0.000000000000000e+00 0.000000000000000e+00
1.418444843594054e+00 -7.954063107180044e-06 -1.058874176885795e-04 -1.008105658573057e-03 5.929927020577810e-03 0.000000000000000e+00 0.000000000000000e+00
1.428951842435491e+00 -1.399603272313799e-05 -1.075697208732843e-04 -3.313610475427326e-04 5.899730323725419e-03 0.000000000000000e+00 0.000000000000000e+00
1.439458841276929e+00 -1.979811544632019e-05 -1.083056085157113e-04 3.555210297957226e-04 5.826115000949502e-03 0.000000000000000e+00 0.000000000000000e+00
1.449965840118366e+00 -2.531581547421440e-05 -1.080689632455033e-04 1.046235827205763e-03 5.710554527184427e-03 0.000000000000000e+00 0.000000000000000e+00
1.460472838959804e+00 -3.050700700579361e-05 -1.068429682372731e-04 1.734316442674942e-03 5.554835603391903e-03 0.000000000000000e+00 0.000000000000000e+00
1.470979837801241e+00 -3.533232427651830e-05 -1.046205314205261e-04 2.413198090026417e-03 5.361043091364770e-03 0.000000000000000e+00 0.000000000000000e+00
1.481486836642678e+00 -3.975553199137444e-05 -1.014046069737996e-04 3.076284902242381e-03 5.131542299594213e-03 0.000000000000000e+00 0.000000000000000e+00
1.491993835484116e+00 -4.374387181024831e-05 -9.720840777482853e-05 3.717018542556373e-03 4.868958745251530e-03 0.000000000000000e+00 0.000000000000000e+00
1.502500834325553e+00 -4.726838072710391e-05 -9.205550369402415e-05 4.328947863173837e-03 4.576155545738969e-03 0.000000000000000e+00 0.000000000000000e+00
1.513007833166991e+00 -5.030417741735633e-05 -8.597980192202347e-05 4.905798823956101e-03 4.256208620458253e-03 0.000000000000000e+00 0.000000000000000e+00
1.523514832008428e+00 -5.283071292459223e-05 -7.902540690039362e-05 5.441543864840076e-03 3.912379909174580e-03 0.000000000000000e+00 0.000000000000000e+00
1.534021830849866e+00 -5.483198239841415e-05 -7.124635886271473e-05 5.930469916733695e-03 3.548088837206806e-03 0.000000000000000e+00 0.000000000000000e+00
1.544528829691303e+00 -5.629669497905410e-05 -6.270625147458316e-05 6.367244236355859e-03 3.166882279303129e-03 0.000000000000000e+00 0.000000000000000e+00
1.555035828532740e+00 -5.721839936386082e-05 -5.347773056362754e-05 6.746977261051967e-03 2.772403293337322e-03 0.000000000000000e+00 0.000000000000000e+00
1.565542827374178e+00 -5.759556305172781e-05 -4.364187744309007e-05 7.065281700265052e-03 2.368358911360884e-03 0.000000000000000e+00 0.000000000000000e+00
1.576049826215615e+00 -5.743160376465814e-05 -3.328748182934261e-05 7.318327110822230e-03 1.958487289045361e-03 0.000000000000000e+00 0.000000000000000e+00
1.586556825057053e+00 -5.673487207324369e-05 -2.251021081874669e-05 7.502889243407007e-03 1.546524524865643e-03 0.000000000000000e+00 0.000000000000000e+00
1.597063823898490e+00 -5.551858479506667e-05 -1.141168180374314e-05 7.616393497214215e-03 1.136171467273547e-03 0.000000000000000e+00 0.000000000000000e+00
1.607570822739928e+00 -5.380070929554327e-05 -9.844855072333471e-08 7.656951878334475e-03 7.310608315926892e-04 -0.000000000000000e+00 0.000000000000000e+00
1.618077821581365e+00 -5.160379938657008e-05 1.131908908407282e-05 7.623392924369625e-03 3.347249482912442e-04 -0.000000000000000e+00 0.000000000000000e+00
1.628584820422802e+00 -4.895478407824606e-05 2.272784017680691e-05 7.515284132461342e-03 -4.943553946329838e-05 -0.000000000000000e+00 0.000000000000000e+00
1.639091819264240e+00 -4.588471099611642e-05 3.401322985002179e-05 7.332946509507591e-03 -4.181817183312188e-04 -0.000000000000000e+00 0.000000000000000e+00
1.649598818105677e+00 -4.242844681412451e-05 4.506044494803865e-05 7.077460950985299e-03 -7.684648876494806e-04 -0.000000000000000e+00 0.000000000000000e+00
1.660105816947115e+00 -3.862433757191515e-05 5.575570401376913e-05 6.750666247499880e-03 -1.097453197113583e-03 -0.000000000000000e+00 0.000000000000000e+00
1.670612815788552e+00 -3.451383222936330e-05 6.598753674246906e-05 6.355148614877509e-03 -1.402556171486622e-03 -0.000000000000000e+00 0.000000000000000e+00
1.681119814629990e+00 -3.014107326562563e-05 7.564805770113531e-05 5.894222743178175e-03 -1.681446875229494e-03 -0.000000000000000e+00 0.000000000000000e+00
1.691626813471427e+00 -2.555245853751318e-05 8.463421889958698e-05 5.371904461236959e-03 -1.932081493660191e-03 -0.000000000000000e+00 0.000000000000000e+00
1.702133812312864e+00 -2.079617897526824e-05 9.284902578865330e-05 4.792875215015718e-03 -2.152716133545726e-03 -0.000000000000000e+00 0.000000000000000e+00
1.712640811154302e+00 -1.592173700224380e-05 1.002027014445626e-04 4.162438658881264e-03 -2.341920674753825e-03 -0.000000000000000e+00 0.000000000000000e+00
1.723147809995739e+00 -1.097945081924843e-05 1.066137840797433e-04 3.486469757683060e-03 -2.498589535265533e-03 -0.000000000000000e+00 0.000000000000000e+00
1.733654808837177e+00 -6.019949886159822e-06 1.120101435962085e-04 2.771356892875137e-03 -2.621949244269808e-03 -0.000000000000000e+00 0.000000000000000e+00
1.744161807678614e+00 -1.093667062443055e-06 1.163299036642451e-04 2.023937556673822e-03 -2.711562751766595e-03 -0.000000000000000e+00 0.000000000000000e+00
1.754668806520052e+00 3.749667066743864e-06 1.195222567627637e-04 1.251428303183259e-03 -2.767330437682276e-03 -0.000000000000000e+00 0.000000000000000e+00
1.765175805361489e+00 8.461522155395703e-06 1.215481607450063e-04 4.613497033377660e-04 -2.789487818631817e-03 -0.000000000000000e+00 0.000000000000000e+00
1.775682804202927e+00 1.299505289801554e-05 1.223809067865057e-04 -3.385528796254633e-04 -2.778599985636272e-03 -0.000000000000000e+00 0.000000000000000e+00
1.786189803044364e+00 1.730556534790239e-05 1.220065500158532e-04 -1.140391816696503e-03 -2.735552840965245e-03 -0.000000000000000e+00 0.000000000000000e+00
1.796696801885801e+00 2.135095963366756e-05 1.204241957054982e-04 -1.936222113350544e-03 -2.661541236372409e-03 -0.000000000000000e+00 0.000000000000000e+00
1.807203800727239e+00 2.509214421957984e-05 1.176461355949712e-04 -2.718127715280657e-03 -2.558054147943413e-03 -0.000000000000000e+00 0.000000000000000e+00
1.817710799568676e+00 2.849341717327172e-05 1.136978307061483e-04 -3.478308222750888e-03 -2.426857054175202e-03 -0.000000000000000e+00 0.000000000000000e+00
